"","County.Code","District.Code","School.Code","Grade","Year","Subgroup","Percentage.Standard.Met.and.Above","School.Name","Zip.Code"
"1",1,61119,130229,9,2005,31,38.8910081743869,"Alameda High",94501
"2",1,61119,130229,9,2005,111,59.112650046168,"Alameda High",94501
"3",1,61119,130229,10,2005,31,36.9350282485876,"Alameda High",94501
"4",1,61119,130229,10,2005,111,50.7541268462207,"Alameda High",94501
"5",1,61119,130229,11,2005,31,37.7321428571429,"Alameda High",94501
"6",1,61119,130229,11,2005,111,57.262037037037,"Alameda High",94501
"7",1,61119,6090013,2,2005,111,81,"Edison Elementary",94501
"8",1,61119,6090013,3,2005,111,88.5,"Edison Elementary",94501
"9",1,61119,6090013,4,2005,111,71.0571428571429,"Edison Elementary",94501
"10",1,61119,6090013,5,2005,111,76,"Edison Elementary",94501
"11",1,61119,6090039,2,2005,31,68.5,"Franklin Elementary",94501
"12",1,61119,6090039,2,2005,111,82,"Franklin Elementary",94501
"13",1,61119,6090039,3,2005,111,82.5,"Franklin Elementary",94501
"14",1,61119,6090039,4,2005,111,78.5,"Franklin Elementary",94501
"15",1,61119,6090039,5,2005,111,58.6666666666667,"Franklin Elementary",94501
"16",1,61119,6090054,6,2005,31,52.5,"Lincoln Middle",94501
"17",1,61119,6090054,6,2005,111,78,"Lincoln Middle",94501
"18",1,61119,6090054,7,2005,31,40,"Lincoln Middle",94501
"19",1,61119,6090054,7,2005,111,78,"Lincoln Middle",94501
"20",1,61119,6090054,8,2005,31,34.1543209876543,"Lincoln Middle",94501
"21",1,61119,6090054,8,2005,111,65.141689373297,"Lincoln Middle",94501
"22",1,61127,130294,11,2005,111,6,"MacGregor High (Continuation)",94706
"23",1,61127,130450,9,2005,31,32.2027027027027,"Albany High",94706
"24",1,61127,130450,9,2005,111,64.2260355029586,"Albany High",94706
"25",1,61127,130450,10,2005,31,40.2234042553191,"Albany High",94706
"26",1,61127,130450,10,2005,111,57.5028184892897,"Albany High",94706
"27",1,61127,130450,11,2005,31,32.6181818181818,"Albany High",94706
"28",1,61127,130450,11,2005,111,63.4640753828033,"Albany High",94706
"29",1,61127,6090146,2,2005,111,75.5,"Cornell Elementary",94706
"30",1,61127,6090146,3,2005,31,63,"Cornell Elementary",94706
"31",1,61127,6090146,3,2005,111,84,"Cornell Elementary",94706
"32",1,61127,6090146,4,2005,111,77,"Cornell Elementary",94706
"33",1,61127,6090146,5,2005,31,38.6666666666667,"Cornell Elementary",94706
"34",1,61127,6090146,5,2005,111,84.3333333333333,"Cornell Elementary",94706
"35",1,61127,6090161,6,2005,31,63.5,"Albany Middle",94706
"36",1,61127,6090161,6,2005,111,76,"Albany Middle",94706
"37",1,61127,6090161,7,2005,31,39.3913043478261,"Albany Middle",94706
"38",1,61127,6090161,7,2005,111,71.5,"Albany Middle",94706
"39",1,61127,6090161,8,2005,31,32.5505617977528,"Albany Middle",94706
"40",1,61127,6090161,8,2005,111,67.0713342140026,"Albany Middle",94706
"41",1,61127,6095376,2,2005,31,46,"Marin Elementary",94706
"42",1,61127,6095376,2,2005,111,81.5,"Marin Elementary",94706
"43",1,61127,6095376,3,2005,31,37,"Marin Elementary",94706
"44",1,61127,6095376,3,2005,111,77,"Marin Elementary",94706
"45",1,61127,6095376,4,2005,111,89,"Marin Elementary",94706
"46",1,61127,6095376,5,2005,111,86.3333333333333,"Marin Elementary",94706
"47",1,61127,6116222,2,2005,31,70,"Ocean View Elementary",94706
"48",1,61127,6116222,2,2005,111,76.5,"Ocean View Elementary",94706
"49",1,61127,6116222,3,2005,31,76.5,"Ocean View Elementary",94706
"50",1,61127,6116222,3,2005,111,79.5,"Ocean View Elementary",94706
"51",1,61127,6116222,4,2005,31,66.5,"Ocean View Elementary",94706
"52",1,61127,6116222,4,2005,111,78.5,"Ocean View Elementary",94706
"53",1,61127,6116222,5,2005,31,61.6666666666667,"Ocean View Elementary",94706
"54",1,61127,6116222,5,2005,111,75.6666666666667,"Ocean View Elementary",94706
"55",1,61143,131177,9,2005,31,17.8854166666667,"Berkeley High",94704
"56",1,61143,131177,9,2005,111,52.1689879294336,"Berkeley High",94704
"57",1,61143,131177,10,2005,31,15.1434262948207,"Berkeley High",94704
"58",1,61143,131177,10,2005,111,50.1141104294479,"Berkeley High",94704
"59",1,61143,6056865,6,2005,31,13.0264900662252,"Willard Middle",94705
"60",1,61143,6056865,6,2005,111,57,"Willard Middle",94705
"61",1,61143,6056865,7,2005,31,20.025974025974,"Willard Middle",94705
"62",1,61143,6056865,7,2005,111,57.0774193548387,"Willard Middle",94705
"63",1,61143,6056865,8,2005,31,12.0253807106599,"Willard Middle",94705
"64",1,61143,6056865,8,2005,111,40.5627118644068,"Willard Middle",94705
"65",1,61143,6090195,2,2005,31,29,"Cragmont Elementary",94708
"66",1,61143,6090195,2,2005,111,75,"Cragmont Elementary",94708
"67",1,61143,6090195,3,2005,31,39.5,"Cragmont Elementary",94708
