"","County.Code","District.Code","School.Code","Grade","Year","Subgroup","Percentage.Standard.Met.and.Above","School.Name","Zip.Code"
"1",1,61119,111765,2,2012,31,58.5,"Ruby Bridges Elementary",94501
"2",1,61119,111765,2,2012,111,81,"Ruby Bridges Elementary",94501
"3",1,61119,111765,3,2012,31,63,"Ruby Bridges Elementary",94501
"4",1,61119,111765,3,2012,111,80.8550724637681,"Ruby Bridges Elementary",94501
"5",1,61119,111765,4,2012,31,54.4520547945205,"Ruby Bridges Elementary",94501
"6",1,61119,111765,4,2012,111,80,"Ruby Bridges Elementary",94501
"7",1,61119,111765,5,2012,31,59.3333333333333,"Ruby Bridges Elementary",94501
"8",1,61119,111765,5,2012,111,79.3333333333333,"Ruby Bridges Elementary",94501
"9",1,61119,119222,2,2012,111,92.5,"Nea Community Learning Center",94501
"10",1,61119,119222,3,2012,111,73.5,"Nea Community Learning Center",94501
"11",1,61119,119222,4,2012,111,80.4444444444444,"Nea Community Learning Center",94501
"12",1,61119,119222,5,2012,111,78.3333333333333,"Nea Community Learning Center",94501
"13",1,61119,119222,6,2012,111,68.5,"Nea Community Learning Center",94501
"14",1,61119,119222,7,2012,31,62.5,"Nea Community Learning Center",94501
"15",1,61119,119222,7,2012,111,62.3398058252427,"Nea Community Learning Center",94501
"16",1,61119,119222,8,2012,31,49,"Nea Community Learning Center",94501
"17",1,61119,119222,8,2012,111,62.5179856115108,"Nea Community Learning Center",94501
"18",1,61119,119222,9,2012,111,33.4848484848485,"Nea Community Learning Center",94501
"19",1,61119,119222,10,2012,31,60.3207547169811,"Nea Community Learning Center",94501
"20",1,61119,119222,10,2012,111,58.1463414634146,"Nea Community Learning Center",94501
"21",1,61119,130229,9,2012,31,49.7241379310345,"Alameda High",94501
"22",1,61119,130229,9,2012,111,68.7489795918367,"Alameda High",94501
"23",1,61119,130229,10,2012,31,44.904854368932,"Alameda High",94501
"24",1,61119,130229,10,2012,111,58.8679914833215,"Alameda High",94501
"25",1,61119,130229,11,2012,31,45.5430463576159,"Alameda High",94501
"26",1,61119,130229,11,2012,111,62.8975853455454,"Alameda High",94501
"27",1,61119,6090013,2,2012,31,53.5,"Edison Elementary",94501
"28",1,61119,6090013,2,2012,111,93.5,"Edison Elementary",94501
"29",1,61119,6090013,3,2012,111,94.5,"Edison Elementary",94501
"30",1,61119,6090013,4,2012,111,91.9868421052632,"Edison Elementary",94501
"31",1,61119,6090013,5,2012,111,86.3006535947712,"Edison Elementary",94501
"32",1,61119,6090039,2,2012,111,78,"Franklin Elementary",94501
"33",1,61119,6090039,3,2012,31,82,"Franklin Elementary",94501
"34",1,61119,6090039,3,2012,111,93.5,"Franklin Elementary",94501
"35",1,61119,6090039,4,2012,31,86.5,"Franklin Elementary",94501
"36",1,61119,6090039,4,2012,111,85.2537313432836,"Franklin Elementary",94501
"37",1,61119,6090039,5,2012,31,55.6666666666667,"Franklin Elementary",94501
"38",1,61119,6090039,5,2012,111,83.3333333333333,"Franklin Elementary",94501
"39",1,61119,6090054,6,2012,31,66,"Lincoln Middle",94501
"40",1,61119,6090054,6,2012,111,83.5138888888889,"Lincoln Middle",94501
"41",1,61119,6090054,7,2012,31,60.5566037735849,"Lincoln Middle",94501
"42",1,61119,6090054,7,2012,111,87.0927021696252,"Lincoln Middle",94501
"43",1,61119,6090054,8,2012,31,66.4368932038835,"Lincoln Middle",94501
"44",1,61119,6090054,8,2012,111,82.9415073115861,"Lincoln Middle",94501
"45",1,61119,6090120,2,2012,31,71,"William G. Paden Elementary",94501
"46",1,61119,6090120,2,2012,111,81,"William G. Paden Elementary",94501
"47",1,61119,6090120,3,2012,31,50.2909090909091,"William G. Paden Elementary",94501
"48",1,61119,6090120,3,2012,111,81,"William G. Paden Elementary",94501
"49",1,61119,6090120,4,2012,31,58.9019607843137,"William G. Paden Elementary",94501
"50",1,61119,6090120,4,2012,111,82.5,"William G. Paden Elementary",94501
"51",1,61119,6090120,5,2012,31,50.6666666666667,"William G. Paden Elementary",94501
"52",1,61119,6090120,5,2012,111,75.3333333333333,"William G. Paden Elementary",94501
"53",1,61119,6100374,2,2012,31,82,"Amelia Earhart Elementary",94502
"54",1,61119,6100374,2,2012,111,87,"Amelia Earhart Elementary",94502
"55",1,61119,6100374,3,2012,31,91,"Amelia Earhart Elementary",94502
"56",1,61119,6100374,3,2012,111,92.0239520958084,"Amelia Earhart Elementary",94502
"57",1,61119,6100374,4,2012,31,84.5,"Amelia Earhart Elementary",94502
"58",1,61119,6100374,4,2012,111,96.0196078431373,"Amelia Earhart Elementary",94502
"59",1,61119,6100374,5,2012,111,91.6450216450216,"Amelia Earhart Elementary",94502
"60",1,61127,130294,11,2012,111,3.2,"MacGregor High (Continuation)",94706
"61",1,61127,130450,9,2012,31,49.9656862745098,"Albany High",94706
"62",1,61127,130450,9,2012,111,81.6592709984152,"Albany High",94706
"63",1,61127,130450,10,2012,31,46.8561872909699,"Albany High",94706
"64",1,61127,130450,10,2012,111,70.052734375,"Albany High",94706
"65",1,61127,130450,11,2012,31,44.0701754385965,"Albany High",94706
"66",1,61127,130450,11,2012,111,70.4126394052045,"Albany High",94706
"67",1,61127,6090146,2,2012,31,61,"Cornell Elementary",94706
"68",1,61127,6090146,2,2012,111,90.5,"Cornell Elementary",94706
"69",1,61127,6090146,3,2012,31,64,"Cornell Elementary",94706
"70",1,61127,6090146,3,2012,111,84.5,"Cornell Elementary",94706
"71",1,61127,6090146,4,2012,31,76.5,"Cornell Elementary",94706
"72",1,61127,6090146,4,2012,111,92,"Cornell Elementary",94706
"73",1,61127,6090146,5,2012,31,63,"Cornell Elementary",94706
"74",1,61127,6090146,5,2012,111,91.3333333333333,"Cornell Elementary",94706
"75",1,61127,6090161,6,2012,31,66.0330578512397,"Albany Middle",94706
"76",1,61127,6090161,6,2012,111,91.002331002331,"Albany Middle",94706
"77",1,61127,6090161,7,2012,31,68.0819672131148,"Albany Middle",94706
"78",1,61127,6090161,7,2012,111,91.2290249433107,"Albany Middle",94706
"79",1,61127,6090161,8,2012,31,48.8445378151261,"Albany Middle",94706
"80",1,61127,6090161,8,2012,111,77.9247311827957,"Albany Middle",94706
"81",1,61127,6095376,2,2012,111,90,"Marin Elementary",94706
"82",1,61127,6095376,3,2012,31,75,"Marin Elementary",94706
"83",1,61127,6095376,3,2012,111,80.5,"Marin Elementary",94706
"84",1,61127,6095376,4,2012,111,89,"Marin Elementary",94706
"85",1,61127,6095376,5,2012,31,62.3333333333333,"Marin Elementary",94706
"86",1,61127,6095376,5,2012,111,90.6739130434783,"Marin Elementary",94706
"87",1,61127,6116222,2,2012,31,55.5,"Ocean View Elementary",94706
"88",1,61127,6116222,2,2012,111,83.5,"Ocean View Elementary",94706
"89",1,61127,6116222,3,2012,31,64,"Ocean View Elementary",94706
"90",1,61127,6116222,3,2012,111,85.5,"Ocean View Elementary",94706
"91",1,61127,6116222,4,2012,31,82.8292682926829,"Ocean View Elementary",94706
"92",1,61127,6116222,4,2012,111,90,"Ocean View Elementary",94706
"93",1,61127,6116222,5,2012,31,81.3333333333333,"Ocean View Elementary",94706
"94",1,61127,6116222,5,2012,111,84.9893048128342,"Ocean View Elementary",94706
"95",1,61143,131177,9,2012,31,29.4466666666667,"Berkeley High",94704
"96",1,61143,131177,9,2012,111,64.7608069164265,"Berkeley High",94704
"97",1,61143,131177,10,2012,31,20.2186559679037,"Berkeley High",94704
"98",1,61143,131177,10,2012,111,52.4019158683882,"Berkeley High",94704
"99",1,61143,131177,11,2012,31,16.0787518573551,"Berkeley High",94704
"100",1,61143,131177,11,2012,111,48.5611594202899,"Berkeley High",94704
"101",1,61143,6056865,6,2012,31,38.9763313609467,"Willard Middle",94705
"102",1,61143,6056865,6,2012,111,80.4724409448819,"Willard Middle",94705
"103",1,61143,6056865,7,2012,31,46.0506329113924,"Willard Middle",94705
"104",1,61143,6056865,7,2012,111,82.4285714285714,"Willard Middle",94705
"105",1,61143,6056865,8,2012,31,34.7275280898876,"Willard Middle",94705
"106",1,61143,6056865,8,2012,111,76.7611940298507,"Willard Middle",94705
