"","County.Code","District.Code","School.Code","Grade","Year","Subgroup","Percentage.Standard.Met.and.Above","School.Name","Zip.Code"
"1",1,10017,112607,6,2021,31,20.51,"Envision Academy for Arts & Technology",94612
"2",1,10017,6002000,6,2021,31,NA,"Lazear Charter Academy",94601
"3",1,10017,6002000,6,2021,111,NA,"Lazear Charter Academy",94601
"4",1,10017,6002000,7,2021,31,NA,"Lazear Charter Academy",94601
"5",1,10017,6002000,7,2021,111,NA,"Lazear Charter Academy",94601
"6",1,10017,6002000,8,2021,31,NA,"Lazear Charter Academy",94601
"7",1,10017,6002000,8,2021,111,NA,"Lazear Charter Academy",94601
"8",1,61150,132225,11,2021,31,72.6055462184874,"Castro Valley High",94546
"9",1,61150,132225,11,2021,111,87.935737704918,"Castro Valley High",94546
"10",1,61150,132225,13,2021,31,72.6055462184874,"Castro Valley High",94546
"11",1,61150,132225,13,2021,111,87.935737704918,"Castro Valley High",94546
"12",1,61150,6090351,3,2021,31,27.0752,"Castro Valley Elementary",94546
"13",1,61150,6090351,3,2021,111,62.82,"Castro Valley Elementary",94546
"14",1,61150,6090351,4,2021,31,36.21,"Castro Valley Elementary",94546
"15",1,61150,6090351,4,2021,111,47.675,"Castro Valley Elementary",94546
"16",1,61150,6090351,5,2021,31,60.41625,"Castro Valley Elementary",94546
"17",1,61150,6090351,5,2021,111,46.6665714285714,"Castro Valley Elementary",94546
"18",1,61150,6090351,13,2021,31,40.91,"Castro Valley Elementary",94546
"19",1,61150,6090351,13,2021,111,51.6697397769517,"Castro Valley Elementary",94546
"20",1,61150,6090369,3,2021,31,62.9611111111111,"Chabot Elementary",94546
"21",1,61150,6090369,3,2021,111,63.6365289256198,"Chabot Elementary",94546
"22",1,61150,6090369,4,2021,31,44.8275862068966,"Chabot Elementary",94546
"23",1,61150,6090369,4,2021,111,59.6315596330275,"Chabot Elementary",94546
"24",1,61150,6090369,5,2021,31,53.845,"Chabot Elementary",94546
"25",1,61150,6090369,5,2021,111,66.9931067961165,"Chabot Elementary",94546
"26",1,61150,6090369,13,2021,31,53.66,"Chabot Elementary",94546
"27",1,61150,6090369,13,2021,111,63.3613513513514,"Chabot Elementary",94546
"28",1,61150,6090385,6,2021,31,NA,"Creekside Middle",94546
"29",1,61150,6090385,6,2021,111,NA,"Creekside Middle",94546
"30",1,61150,6090385,7,2021,31,NA,"Creekside Middle",94546
"31",1,61150,6090385,7,2021,111,NA,"Creekside Middle",94546
"32",1,61150,6090385,8,2021,31,NA,"Creekside Middle",94546
"33",1,61150,6090385,8,2021,111,NA,"Creekside Middle",94546
"34",1,61150,6090385,13,2021,31,NA,"Creekside Middle",94546
"35",1,61150,6090385,13,2021,111,NA,"Creekside Middle",94546
"36",1,61150,6090393,3,2021,31,46.155,"Independent Elementary",94552
"37",1,61150,6090393,3,2021,111,64.495,"Independent Elementary",94552
"38",1,61150,6090393,4,2021,31,50,"Independent Elementary",94552
"39",1,61150,6090393,4,2021,111,65,"Independent Elementary",94552
"40",1,61150,6090393,5,2021,31,45.24,"Independent Elementary",94552
"41",1,61150,6090393,5,2021,111,64.4727631578947,"Independent Elementary",94552
"42",1,61150,6090393,13,2021,31,47,"Independent Elementary",94552
