"","County.Code","District.Code","School.Code","Grade","Year","Subgroup","Percentage.Standard.Met.and.Above","School.Name","Zip.Code"
"1",1,10017,6002000,2,2013,31,42.5,"Lazear Charter Academy",94601
"2",1,10017,6002000,3,2013,31,32,"Lazear Charter Academy",94601
"3",1,10017,6002000,4,2013,31,61.5,"Lazear Charter Academy",94601
"4",1,10017,6002000,5,2013,31,54.762962962963,"Lazear Charter Academy",94601
"5",1,10017,6002000,6,2013,31,31.5,"Lazear Charter Academy",94601
"6",1,61119,111765,2,2013,31,43,"Ruby Bridges Elementary",94501
"7",1,61119,111765,2,2013,111,63.5,"Ruby Bridges Elementary",94501
"8",1,61119,111765,3,2013,31,58,"Ruby Bridges Elementary",94501
"9",1,61119,111765,3,2013,111,74,"Ruby Bridges Elementary",94501
"10",1,61119,111765,4,2013,31,67,"Ruby Bridges Elementary",94501
"11",1,61119,111765,4,2013,111,96,"Ruby Bridges Elementary",94501
"12",1,61119,111765,5,2013,31,42.7016574585635,"Ruby Bridges Elementary",94501
"13",1,61119,111765,5,2013,111,72.3333333333333,"Ruby Bridges Elementary",94501
"14",1,61119,119222,2,2013,111,80.5,"Nea Community Learning Center",94501
"15",1,61119,119222,3,2013,111,70.5,"Nea Community Learning Center",94501
"16",1,61119,119222,4,2013,31,88.5,"Nea Community Learning Center",94501
"17",1,61119,119222,4,2013,111,79,"Nea Community Learning Center",94501
"18",1,61119,119222,5,2013,111,85,"Nea Community Learning Center",94501
"19",1,61119,119222,6,2013,111,71.5,"Nea Community Learning Center",94501
"20",1,61119,119222,7,2013,31,44.4814814814815,"Nea Community Learning Center",94501
"21",1,61119,119222,7,2013,111,62.6440677966102,"Nea Community Learning Center",94501
"22",1,61119,119222,8,2013,31,60.1917808219178,"Nea Community Learning Center",94501
"23",1,61119,119222,8,2013,111,58.0747126436782,"Nea Community Learning Center",94501
"24",1,61119,119222,9,2013,31,0,"Nea Community Learning Center",94501
"25",1,61119,119222,9,2013,111,55.1914893617021,"Nea Community Learning Center",94501
"26",1,61119,119222,11,2013,31,77.5,"Nea Community Learning Center",94501
"27",1,61119,119222,11,2013,111,65.4347826086957,"Nea Community Learning Center",94501
"28",1,61119,126656,2,2013,31,50,"Maya Lin",94501
"29",1,61119,126656,2,2013,111,80.5,"Maya Lin",94501
"30",1,61119,126656,3,2013,31,43.7142857142857,"Maya Lin",94501
"31",1,61119,126656,3,2013,111,69.5,"Maya Lin",94501
"32",1,61119,126656,4,2013,31,53.5,"Maya Lin",94501
"33",1,61119,126656,4,2013,111,78,"Maya Lin",94501
"34",1,61119,130229,9,2013,31,43.3426573426573,"Alameda High",94501
"35",1,61119,130229,9,2013,111,61.7196870925684,"Alameda High",94501
"36",1,61119,130229,10,2013,31,41.895,"Alameda High",94501
"37",1,61119,130229,10,2013,111,56.2682926829268,"Alameda High",94501
"38",1,61119,130229,11,2013,31,50.0657142857143,"Alameda High",94501
"39",1,61119,130229,11,2013,111,58.0957820738137,"Alameda High",94501
"40",1,61119,6090013,2,2013,31,63.5,"Edison Elementary",94501
"41",1,61119,6090013,2,2013,111,94.5,"Edison Elementary",94501
"42",1,61119,6090013,3,2013,31,63.5,"Edison Elementary",94501
"43",1,61119,6090013,3,2013,111,90,"Edison Elementary",94501
"44",1,61119,6090013,4,2013,111,96.5,"Edison Elementary",94501
"45",1,61119,6090013,5,2013,31,61,"Edison Elementary",94501
"46",1,61119,6090013,5,2013,111,89.6604651162791,"Edison Elementary",94501
"47",1,61119,6090039,2,2013,31,50,"Franklin Elementary",94501
"48",1,61119,6090039,2,2013,111,80,"Franklin Elementary",94501
"49",1,61119,6090039,3,2013,111,82.12,"Franklin Elementary",94501
"50",1,61119,6090039,4,2013,31,82,"Franklin Elementary",94501
"51",1,61119,6090039,4,2013,111,95.5,"Franklin Elementary",94501
"52",1,61119,6090039,5,2013,31,70,"Franklin Elementary",94501
"53",1,61119,6090039,5,2013,111,82.319587628866,"Franklin Elementary",94501
"54",1,61119,6090054,6,2013,31,55.5,"Lincoln Middle",94501
"55",1,61119,6090054,6,2013,111,82.5107398568019,"Lincoln Middle",94501
"56",1,61119,6090054,7,2013,31,66.7391304347826,"Lincoln Middle",94501
"57",1,61119,6090054,7,2013,111,85.0735849056604,"Lincoln Middle",94501
"58",1,61119,6090054,8,2013,31,67.3725490196078,"Lincoln Middle",94501
"59",1,61119,6090054,8,2013,111,84.478527607362,"Lincoln Middle",94501
"60",1,61119,6090120,2,2013,31,48.5,"William G. Paden Elementary",94501
"61",1,61119,6090120,2,2013,111,88,"William G. Paden Elementary",94501
"62",1,61119,6090120,3,2013,31,50,"William G. Paden Elementary",94501
"63",1,61119,6090120,3,2013,111,79.5,"William G. Paden Elementary",94501
"64",1,61119,6090120,4,2013,31,71.1454545454545,"William G. Paden Elementary",94501
"65",1,61119,6090120,4,2013,111,95.5,"William G. Paden Elementary",94501
"66",1,61119,6090120,5,2013,31,40.7142857142857,"William G. Paden Elementary",94501
"67",1,61119,6090120,5,2013,111,69,"William G. Paden Elementary",94501
"68",1,61119,6100374,2,2013,111,91,"Amelia Earhart Elementary",94502
"69",1,61119,6100374,3,2013,31,69.7391304347826,"Amelia Earhart Elementary",94502
"70",1,61119,6100374,3,2013,111,92.5,"Amelia Earhart Elementary",94502
"71",1,61119,6100374,4,2013,111,94.5028571428571,"Amelia Earhart Elementary",94502
