"","County.Code","District.Code","School.Code","Grade","Year","Subgroup","Percentage.Standard.Met.and.Above","School.Name","Zip.Code"
"1",1,10017,112607,11,2018,31,32.465,"Envision Academy For Arts & Technology",94612
"2",1,10017,112607,11,2018,111,34.215,"Envision Academy For Arts & Technology",94612
"3",1,10017,112607,13,2018,31,32.465,"Envision Academy For Arts & Technology",94612
"4",1,10017,112607,13,2018,111,34.215,"Envision Academy For Arts & Technology",94612
"5",1,10017,6001788,3,2018,31,27.2139622641509,"Cox Academy",94603
"6",1,10017,6001788,3,2018,111,36.36,"Cox Academy",94603
"7",1,10017,6001788,4,2018,31,24.8558959537572,"Cox Academy",94603
"8",1,10017,6001788,5,2018,31,18.8557142857143,"Cox Academy",94603
"9",1,10017,6001788,13,2018,31,23.5200591715976,"Cox Academy",94603
"10",1,10017,6001788,13,2018,111,35.0015,"Cox Academy",94603
"11",1,10017,6002000,3,2018,31,39.475,"Lazear Charter Academy",94601
"12",1,10017,6002000,4,2018,31,21.3602912621359,"Lazear Charter Academy",94601
"13",1,10017,6002000,5,2018,31,29.41,"Lazear Charter Academy",94601
"14",1,10017,6002000,6,2018,31,34.04,"Lazear Charter Academy",94601
"15",1,10017,6002000,7,2018,31,28.26,"Lazear Charter Academy",94601
"16",1,10017,6002000,8,2018,31,37.755,"Lazear Charter Academy",94601
"17",1,10017,6002000,13,2018,31,31.3295752212389,"Lazear Charter Academy",94601
"18",1,10017,6002000,13,2018,111,48.5702857142857,"Lazear Charter Academy",94601
"19",1,31617,131763,4,2018,31,0,"California School For The Deaf-Fremont",94538
"20",1,31617,131763,5,2018,31,21.7395652173913,"California School For The Deaf-Fremont",94538
"21",1,31617,131763,6,2018,31,0,"California School For The Deaf-Fremont",94538
"22",1,31617,131763,7,2018,31,8.82,"California School For The Deaf-Fremont",94538
"23",1,31617,131763,8,2018,31,3.335,"California School For The Deaf-Fremont",94538
"24",1,31617,131763,11,2018,31,6.835,"California School For The Deaf-Fremont",94538
"25",1,31617,131763,13,2018,31,6.0275965665236,"California School For The Deaf-Fremont",94538
"26",1,31617,131763,13,2018,111,NA,"California School For The Deaf-Fremont",94538
"27",1,61119,106401,11,2018,31,86.665,"Alameda Science And Technology Institute",94501
"28",1,61119,106401,11,2018,111,93.1,"Alameda Science And Technology Institute",94501
"29",1,61119,106401,13,2018,31,86.665,"Alameda Science And Technology Institute",94501
"30",1,61119,106401,13,2018,111,93.1,"Alameda Science And Technology Institute",94501
"31",1,61119,111765,3,2018,31,27.5,"Ruby Bridges Elementary",94501
"32",1,61119,111765,3,2018,111,43.75,"Ruby Bridges Elementary",94501
"33",1,61119,111765,4,2018,31,27.585,"Ruby Bridges Elementary",94501
"34",1,61119,111765,4,2018,111,44.1851162790698,"Ruby Bridges Elementary",94501
"35",1,61119,111765,5,2018,31,24.195,"Ruby Bridges Elementary",94501
"36",1,61119,111765,5,2018,111,53.225,"Ruby Bridges Elementary",94501
"37",1,61119,111765,13,2018,31,26.255,"Ruby Bridges Elementary",94501
"38",1,61119,111765,13,2018,111,47.7122222222222,"Ruby Bridges Elementary",94501
"39",1,61119,119222,3,2018,111,55.95,"Nea Community Learning Center",94501
"40",1,61119,119222,4,2018,31,25,"Nea Community Learning Center",94501
"41",1,61119,119222,4,2018,111,48.75,"Nea Community Learning Center",94501
"42",1,61119,119222,5,2018,111,52.44,"Nea Community Learning Center",94501
"43",1,61119,119222,6,2018,31,20,"Nea Community Learning Center",94501
"44",1,61119,119222,6,2018,111,28.6806976744186,"Nea Community Learning Center",94501
"45",1,61119,119222,7,2018,111,34.375,"Nea Community Learning Center",94501
"46",1,61119,119222,8,2018,31,31.19,"Nea Community Learning Center",94501
"47",1,61119,119222,8,2018,111,42.425,"Nea Community Learning Center",94501
"48",1,61119,119222,11,2018,111,15.385,"Nea Community Learning Center",94501
"49",1,61119,119222,13,2018,31,24.88,"Nea Community Learning Center",94501
"50",1,61119,119222,13,2018,111,44.671686746988,"Nea Community Learning Center",94501
"51",1,61119,130229,11,2018,31,56.3733333333333,"Alameda High",94501
"52",1,61119,130229,11,2018,111,69.7801358234295,"Alameda High",94501
"53",1,61119,130229,13,2018,31,56.3733333333333,"Alameda High",94501
"54",1,61119,130229,13,2018,111,69.7801358234295,"Alameda High",94501
"55",1,61119,130609,6,2018,31,50,"Alameda Community Learning Center",94501
"56",1,61119,130609,6,2018,111,68.2934146341463,"Alameda Community Learning Center",94501
"57",1,61119,130609,7,2018,31,26.925,"Alameda Community Learning Center",94501
"58",1,61119,130609,7,2018,111,62.2096385542169,"Alameda Community Learning Center",94501
"59",1,61119,130609,8,2018,111,74.49,"Alameda Community Learning Center",94501
"60",1,61119,130609,11,2018,111,66.6662222222222,"Alameda Community Learning Center",94501
"61",1,61119,130609,13,2018,31,41.5857894736842,"Alameda Community Learning Center",94501
"62",1,61119,130609,13,2018,111,68.4244155844156,"Alameda Community Learning Center",94501
"63",1,61119,6090013,3,2018,31,50,"Edison Elementary",94501
"64",1,61119,6090013,3,2018,111,81.455,"Edison Elementary",94501
"65",1,61119,6090013,4,2018,31,75.998,"Edison Elementary",94501
"66",1,61119,6090013,4,2018,111,79.71,"Edison Elementary",94501
"67",1,61119,6090013,5,2018,111,73.015,"Edison Elementary",94501
"68",1,61119,6090013,13,2018,31,53.7329850746269,"Edison Elementary",94501
"69",1,61119,6090013,13,2018,111,78.095,"Edison Elementary",94501
"70",1,61119,6090021,3,2018,31,29.17,"Frank Otis Elementary",94501
"71",1,61119,6090021,3,2018,111,82.955,"Frank Otis Elementary",94501
"72",1,61119,6090021,4,2018,31,31.58,"Frank Otis Elementary",94501
"73",1,61119,6090021,4,2018,111,55.405,"Frank Otis Elementary",94501
"74",1,61119,6090021,5,2018,31,38.095,"Frank Otis Elementary",94501
"75",1,61119,6090021,5,2018,111,78.1441059602649,"Frank Otis Elementary",94501
"76",1,61119,6090021,13,2018,31,33.655,"Frank Otis Elementary",94501
"77",1,61119,6090021,13,2018,111,72.8437894736842,"Frank Otis Elementary",94501
"78",1,61119,6090039,3,2018,111,85,"Franklin Elementary",94501
"79",1,61119,6090039,4,2018,31,46.67,"Franklin Elementary",94501
"80",1,61119,6090039,4,2018,111,66.665,"Franklin Elementary",94501
"81",1,61119,6090039,5,2018,31,40.905,"Franklin Elementary",94501
"82",1,61119,6090039,5,2018,111,76.045,"Franklin Elementary",94501
"83",1,61119,6090039,13,2018,31,52.86,"Franklin Elementary",94501
"84",1,61119,6090039,13,2018,111,75.37,"Franklin Elementary",94501
"85",1,61119,6090047,3,2018,31,47.1940449438202,"Henry Haight Elementary",94501
"86",1,61119,6090047,3,2018,111,75.535,"Henry Haight Elementary",94501
"87",1,61119,6090047,4,2018,31,51.315,"Henry Haight Elementary",94501
"88",1,61119,6090047,4,2018,111,76.4682352941176,"Henry Haight Elementary",94501
"89",1,61119,6090047,5,2018,31,40.1632786885246,"Henry Haight Elementary",94501
"90",1,61119,6090047,5,2018,111,46.9709090909091,"Henry Haight Elementary",94501
"91",1,61119,6090047,13,2018,31,45.2963414634146,"Henry Haight Elementary",94501
"92",1,61119,6090047,13,2018,111,68.1647346938775,"Henry Haight Elementary",94501
"93",1,61119,6090054,6,2018,31,50.945,"Lincoln Middle",94501
"94",1,61119,6090054,6,2018,111,77.1751605995717,"Lincoln Middle",94501
"95",1,61119,6090054,7,2018,31,61.11,"Lincoln Middle",94501
"96",1,61119,6090054,7,2018,111,76.395,"Lincoln Middle",94501
"97",1,61119,6090054,8,2018,31,65.7143809523809,"Lincoln Middle",94501
"98",1,61119,6090054,8,2018,111,79.6651991614256,"Lincoln Middle",94501
"99",1,61119,6090054,13,2018,31,59.1398006644518,"Lincoln Middle",94501
"100",1,61119,6090054,13,2018,111,77.76,"Lincoln Middle",94501
"101",1,61119,6090112,6,2018,31,35.168021978022,"Will C. Wood Middle",94501
"102",1,61119,6090112,6,2018,111,63.8681935483871,"Will C. Wood Middle",94501
"103",1,61119,6090112,7,2018,31,42.0714634146341,"Will C. Wood Middle",94501
"104",1,61119,6090112,7,2018,111,67.68,"Will C. Wood Middle",94501
"105",1,61119,6090112,8,2018,31,53.5033757961783,"Will C. Wood Middle",94501
"106",1,61119,6090112,8,2018,111,56.686178343949,"Will C. Wood Middle",94501
"107",1,61119,6090112,13,2018,31,43.1413717693837,"Will C. Wood Middle",94501
"108",1,61119,6090112,13,2018,111,63.1363529411765,"Will C. Wood Middle",94501
"109",1,61119,6090120,3,2018,31,51.79,"William G. Paden Elementary",94501
"110",1,61119,6090120,3,2018,111,68.185,"William G. Paden Elementary",94501
"111",1,61119,6090120,4,2018,31,20,"William G. Paden Elementary",94501
"112",1,61119,6090120,4,2018,111,55,"William G. Paden Elementary",94501
"113",1,61119,6090120,5,2018,31,38.89,"William G. Paden Elementary",94501
"114",1,61119,6090120,5,2018,111,75.865,"William G. Paden Elementary",94501
"115",1,61119,6090120,13,2018,31,37.32,"William G. Paden Elementary",94501
"116",1,61119,6090120,13,2018,111,67.68,"William G. Paden Elementary",94501
"117",1,61119,6100374,3,2018,31,84,"Amelia Earhart Elementary",94502
"118",1,61119,6100374,3,2018,111,92.405,"Amelia Earhart Elementary",94502
"119",1,61119,6100374,4,2018,31,55.88,"Amelia Earhart Elementary",94502
"120",1,61119,6100374,4,2018,111,85.9,"Amelia Earhart Elementary",94502
"121",1,61119,6100374,5,2018,31,45.835,"Amelia Earhart Elementary",94502
"122",1,61119,6100374,5,2018,111,85.37,"Amelia Earhart Elementary",94502
"123",1,61119,6100374,13,2018,31,61.4415662650602,"Amelia Earhart Elementary",94502
"124",1,61119,6100374,13,2018,111,87.87,"Amelia Earhart Elementary",94502
"125",1,61119,6110779,3,2018,111,77.695,"Bay Farm",94502
"126",1,61119,6110779,4,2018,111,85.415,"Bay Farm",94502
"127",1,61119,6110779,5,2018,31,57.695,"Bay Farm",94502
"128",1,61119,6110779,5,2018,111,78.49,"Bay Farm",94502
"129",1,61119,6110779,6,2018,111,74.49,"Bay Farm",94502
"130",1,61119,6110779,7,2018,111,90.48,"Bay Farm",94502
"131",1,61119,6110779,8,2018,31,59.095,"Bay Farm",94502
"132",1,61119,6110779,8,2018,111,83.725,"Bay Farm",94502
"133",1,61119,6110779,13,2018,31,66.67,"Bay Farm",94502
"134",1,61119,6110779,13,2018,111,81.23,"Bay Farm",94502
"135",1,61127,130450,11,2018,31,55.5543518518519,"Albany High",94706
"136",1,61127,130450,11,2018,111,71.6246681922197,"Albany High",94706
"137",1,61127,130450,13,2018,31,55.5543518518519,"Albany High",94706
"138",1,61127,130450,13,2018,111,71.6246681922197,"Albany High",94706
"139",1,61127,6090146,3,2018,111,84.3921387283237,"Cornell Elementary",94706
"140",1,61127,6090146,4,2018,111,82.424303030303,"Cornell Elementary",94706
"141",1,61127,6090146,5,2018,31,62.5,"Cornell Elementary",94706
"142",1,61127,6090146,5,2018,111,77.7765497076023,"Cornell Elementary",94706
"143",1,61127,6090146,13,2018,31,59.3216949152542,"Cornell Elementary",94706
"144",1,61127,6090146,13,2018,111,81.5331237721022,"Cornell Elementary",94706
"145",1,61127,6090161,6,2018,31,51.0187755102041,"Albany Middle",94706
"146",1,61127,6090161,6,2018,111,67.068353221957,"Albany Middle",94706
"147",1,61127,6090161,7,2018,31,59.9994736842105,"Albany Middle",94706
"148",1,61127,6090161,7,2018,111,72.8036344537815,"Albany Middle",94706
"149",1,61127,6090161,8,2018,31,63.045,"Albany Middle",94706
"150",1,61127,6090161,8,2018,111,81.04,"Albany Middle",94706
"151",1,61127,6090161,13,2018,31,57.8906666666667,"Albany Middle",94706
"152",1,61127,6090161,13,2018,111,74.2177669225401,"Albany Middle",94706
"153",1,61127,6095376,3,2018,31,44.0004,"Marin Elementary",94706
"154",1,61127,6095376,3,2018,111,82.6928205128205,"Marin Elementary",94706
"155",1,61127,6095376,4,2018,111,82.86,"Marin Elementary",94706
"156",1,61127,6095376,5,2018,111,84.03,"Marin Elementary",94706
"157",1,61127,6095376,13,2018,31,54.3863157894737,"Marin Elementary",94706
"158",1,61127,6095376,13,2018,111,83.179,"Marin Elementary",94706
"159",1,61127,6116222,3,2018,31,61.365,"Ocean View Elementary",94706
"160",1,61127,6116222,3,2018,111,76.0844565217391,"Ocean View Elementary",94706
"161",1,61127,6116222,4,2018,31,56.3605454545455,"Ocean View Elementary",94706
"162",1,61127,6116222,4,2018,111,74.9990909090909,"Ocean View Elementary",94706
"163",1,61127,6116222,5,2018,31,50,"Ocean View Elementary",94706
"164",1,61127,6116222,5,2018,111,76.4296428571429,"Ocean View Elementary",94706
"165",1,61127,6116222,13,2018,31,55.2794409937888,"Ocean View Elementary",94706
"166",1,61127,6116222,13,2018,111,75.8263186813187,"Ocean View Elementary",94706
"167",1,61143,131177,11,2018,31,36.4132954545455,"Berkeley High",94704
"168",1,61143,131177,11,2018,111,71.386184690158,"Berkeley High",94704
"169",1,61143,131177,13,2018,31,36.4132954545455,"Berkeley High",94704
"170",1,61143,131177,13,2018,111,71.386184690158,"Berkeley High",94704
"171",1,61143,6056857,6,2018,31,36.479748427673,"Martin Luther King Middle",94703
"172",1,61143,6056857,6,2018,111,80.7011111111111,"Martin Luther King Middle",94703
"173",1,61143,6056857,7,2018,31,46.3679329608939,"Martin Luther King Middle",94703
"174",1,61143,6056857,7,2018,111,83.9500409836066,"Martin Luther King Middle",94703
"175",1,61143,6056857,8,2018,31,48.345,"Martin Luther King Middle",94703
"176",1,61143,6056857,8,2018,111,82.7949484536082,"Martin Luther King Middle",94703
"177",1,61143,6056857,13,2018,31,43.805564516129,"Martin Luther King Middle",94703
"178",1,61143,6056857,13,2018,111,82.52,"Martin Luther King Middle",94703
"179",1,61143,6056865,6,2018,31,48.6646524064171,"Willard Middle",94705
"180",1,61143,6056865,6,2018,111,82.2155704697986,"Willard Middle",94705
"181",1,61143,6056865,7,2018,31,48.57,"Willard Middle",94705
"182",1,61143,6056865,7,2018,111,88.2674647887324,"Willard Middle",94705
"183",1,61143,6056865,8,2018,31,38.03,"Willard Middle",94705
"184",1,61143,6056865,8,2018,111,77.5,"Willard Middle",94705
"185",1,61143,6056865,13,2018,31,45.6224726477024,"Willard Middle",94705
"186",1,61143,6056865,13,2018,111,82.4219840213049,"Willard Middle",94705
"187",1,61143,6090187,3,2018,31,46.875,"Rosa Parks Environmental Science",94710
"188",1,61143,6090187,3,2018,111,95.83,"Rosa Parks Environmental Science",94710
"189",1,61143,6090187,4,2018,31,18.33,"Rosa Parks Environmental Science",94710
"190",1,61143,6090187,4,2018,111,79.785,"Rosa Parks Environmental Science",94710
"191",1,61143,6090187,5,2018,31,30.435,"Rosa Parks Environmental Science",94710
"192",1,61143,6090187,5,2018,111,75,"Rosa Parks Environmental Science",94710
"193",1,61143,6090187,13,2018,31,28.985,"Rosa Parks Environmental Science",94710
"194",1,61143,6090187,13,2018,111,83.446275862069,"Rosa Parks Environmental Science",94710
"195",1,61143,6090195,3,2018,31,34.0395744680851,"Cragmont Elementary",94708
"196",1,61143,6090195,3,2018,111,76.4056179775281,"Cragmont Elementary",94708
