"","X","Date","Site.ID","Daily.Mean.PM2.5.Concentration","SITE_LATITUDE","SITE_LONGITUDE","year","school_year","consecutive_missing","max_consecutive_missing","count","aq_good","aq_mod","aq_uh1","aq_uh2","aq_vuh","PM2.5_average"
"428",912239,"2011-01-01",60970003,5.1,38.443503,-122.710169,2011,2010,0,0,365,308,56,0,0,0,7.45494505494506
"429",916439,"2018-01-01",60970004,12.6,38.403765,-122.818294,2018,2017,0,0,365,313,48,1,3,0,8.21506849315069
"430",919723,"2005-01-01",60990005,6,37.642165,-120.994212,2005,2004,0,2,365,236,93,21,1,0,13.9301994301994
"431",919785,"2007-01-01",60990005,NA,37.642165,-120.994212,2007,2006,1,2,365,183,135,28,8,0,16.430790960452
"432",919940,"2012-01-01",60990005,30,37.642165,-120.994212,2012,2011,0,0,366,216,121,19,10,0,15.0734972677596
"433",919971,"2013-01-01",60990005,34.3,37.642165,-120.994212,2013,2012,0,1,365,247,103,14,1,0,12.0694520547945
"434",920002,"2014-01-01",60990005,58,37.642165,-120.994212,2014,2013,0,0,365,232,92,28,12,0,14.8384931506849
"435",927362,"2008-01-01",60990006,37,37.488317,-120.836008,2008,2007,0,0,366,167,174,18,6,0,16.1193989071038
"436",927765,"2021-01-01",60990006,24.8,37.488317,-120.836008,2021,2020,0,0,365,223,108,19,15,0,15.4750684931507
"437",933389,"2008-01-01",61010003,22,39.1387725442464,-121.618548986224,2008,2007,0,1,366,256,101,9,0,0,11.2478142076503
"438",933420,"2009-01-01",61010003,25.5,39.1387725442464,-121.618548986224,2009,2008,0,0,365,217,129,11,8,0,14.5553424657534
"439",933451,"2010-01-01",61010003,17.4,39.1387725442464,-121.618548986224,2010,2009,0,0,365,224,138,3,0,0,11.453698630137
"440",933482,"2011-01-01",61010003,7.2,39.1387725442464,-121.618548986224,2011,2010,0,0,365,243,121,0,1,0,10.8865753424658
"441",933513,"2012-01-01",61010003,31.1,39.1387725442464,-121.618548986224,2012,2011,0,0,366,182,170,13,1,0,13.6256830601093
"442",933544,"2013-01-01",61010003,15.3,39.1387725442464,-121.618548986224,2013,2012,0,1,365,264,98,3,0,0,10.1335616438356
"443",933575,"2014-01-01",61010003,39.6,39.1387725442464,-121.618548986224,2014,2013,0,0,365,263,99,3,0,0,10.221095890411
"444",933606,"2015-01-01",61010003,33.7,39.1387725442464,-121.618548986224,2015,2014,0,0,365,210,151,4,0,0,12.7167123287671
"445",933637,"2016-01-01",61010003,10.1,39.1387725442464,-121.618548986224,2016,2015,0,0,366,258,108,0,0,0,10.0648907103825
"446",933668,"2017-01-01",61010003,11,39.1387725442464,-121.618548986224,2017,2016,0,0,365,232,130,3,0,0,11.56
"447",933699,"2018-01-01",61010003,49.2,39.1387725442464,-121.618548986224,2018,2017,0,0,365,202,154,8,0,0,12.7495890410959
"448",933761,"2020-01-01",61010003,28.4,39.1387725442464,-121.618548986224,2020,2019,0,0,366,289,77,0,0,0,9.07131147540984
"449",933792,"2021-01-01",61010003,16.7,39.1387725442464,-121.618548986224,2021,2020,0,0,365,234,100,15,14,2,15.916301369863
"450",942823,"2017-01-01",61030007,10.9,40.17093,-122.25556,2017,2016,0,0,365,349,16,0,0,0,4.66520547945206
"451",956458,"2010-01-01",61071001,NA,36.498834948,-118.824821113,2010,2009,1,2,365,338,15,1,0,0,6.6728813559322
"452",956489,"2011-01-01",61071001,NA,36.498834948,-118.824821113,2011,2010,1,2,365,325,29,0,0,0,6.28135593220339
"453",956520,"2012-01-01",61071001,2.3,36.498834948,-118.824821113,2012,2011,0,2,366,317,35,0,0,0,7.14715909090909
"454",963852,"2004-01-01",61072002,11.8,36.3321793109462,-119.291227556039,2004,2003,0,0,366,97,230,38,1,0,19.8049180327869
"455",963883,"2005-01-01",61072002,6.3,36.3321793109462,-119.291227556039,2005,2004,0,0,365,116,211,32,3,0,18.7158839779006
"456",963914,"2006-01-01",61072002,7.2,36.3321793109462,-119.291227556039,2006,2005,0,0,365,107,210,28,18,0,21.0446575342466
"457",963976,"2008-01-01",61072002,47,36.3321793109462,-119.291227556039,2008,2007,0,0,366,114,200,36,16,0,20.694262295082
"458",964007,"2009-01-01",61072002,29.3,36.3321793109462,-119.291227556039,2009,2008,0,0,365,110,203,34,17,0,20.4476712328767
"459",964038,"2010-01-01",61072002,33.5,36.3321793109462,-119.291227556039,2010,2009,0,0,365,161,187,12,4,0,15.8743835616438
"460",964069,"2011-01-01",61072002,6.1,36.3321793109462,-119.291227556039,2011,2010,0,0,365,206,141,16,2,0,13.8435616438356
"461",964131,"2013-01-01",61072002,43.3,36.3321793109462,-119.291227556039,2013,2012,0,0,365,178,168,18,0,0,14.9550824175824
"462",964162,"2014-01-01",61072002,73.2,36.3321793109462,-119.291227556039,2014,2013,0,0,365,134,175,30,24,0,20.8217808219178
"463",964193,"2015-01-01",61072002,16.5,36.3321793109462,-119.291227556039,2015,2014,0,0,365,177,168,7,13,0,16.3357534246575
"464",964255,"2017-01-01",61072002,7.2,36.3321793109462,-119.291227556039,2017,2016,0,0,365,170,178,17,0,0,14.6904109589041
"465",964286,"2018-01-01",61072002,96.2,36.3321793109462,-119.291227556039,2018,2017,0,0,365,136,182,24,23,0,19.6671232876712
"466",964317,"2019-01-01",61072002,45.5,36.3321793109462,-119.291227556039,2019,2018,0,0,365,175,162,20,7,0,15.6635616438356
"467",964348,"2020-01-01",61072002,39.7,36.3321793109462,-119.291227556039,2020,2019,0,0,366,187,175,4,0,0,13.2206284153005
"468",964379,"2021-01-01",61072002,30.8,36.3321793109462,-119.291227556039,2021,2020,0,0,365,146,161,40,17,0,20.962602739726
"469",976025,"2003-01-01",61110007,NA,34.210169,-118.870509,2003,2002,1,2,365,186,168,0,0,0,12.0985875706215
"470",976335,"2013-01-01",61110007,8.4,34.210169,-118.870509,2013,2012,0,2,365,266,98,1,0,0,9.43575342465753
"471",976366,"2014-01-01",61110007,17.6,34.210169,-118.870509,2014,2013,0,2,365,248,117,0,0,0,9.99315068493151
"472",995659,"2010-01-01",61112002,NA,34.276316,-118.683685,2010,2009,1,2,365,211,143,0,0,0,10.7073446327684
"473",995690,"2011-01-01",61112002,NA,34.276316,-118.683685,2011,2010,1,2,365,284,70,0,0,0,8.84774011299435
"474",995876,"2017-01-01",61112002,8.1,34.276316,-118.683685,2017,2016,0,0,365,260,105,0,0,0,9.14794520547945
"475",995907,"2018-01-01",61112002,29.6,34.276316,-118.683685,2018,2017,0,0,365,254,111,0,0,0,9.53315068493151
"476",1003236,"2007-01-01",61113001,NA,34.25239,-119.143182,2007,2006,1,2,365,248,106,0,0,0,9.98785310734463
"477",1003329,"2010-01-01",61113001,NA,34.25239,-119.143182,2010,2009,1,2,365,228,126,0,0,0,10.2570621468927
"478",1003422,"2013-01-01",61113001,4.1,34.25239,-119.143182,2013,2012,0,2,365,276,89,0,0,0,8.50068493150685
"479",1010813,"2005-01-01",61130004,4.9,38.53445,-121.7734,2005,2004,0,0,365,290,69,5,1,0,9.44164383561644
"480",1010875,"2007-01-01",61130004,9.8,38.53445,-121.7734,2007,2006,0,0,365,297,63,2,2,0,8.48739726027397
